Gene	CNA_Weight
LOC646278 	0.003703704
GOLGA8J 	0.003703704
GOLGA8T 	0.003703704
GOLGA8M 	0.003703704
GOLGA6L7P 	0.003703704
GOLGA8H 	0.003703704
GOLGA8F 	0.003703704
LOC100288637 	0.003703704
LOC100289656 	0.003703704
MIR4509-1 	0.003703704
MIR4509-2 	0.003703704
GOLGA8R 	0.003703704
WWOX 	0.1
RBFOX1 	0.1
AFG3L1P 	0.003703704
C16orf3 	0.003703704
DPEP1 	0.003703704
FANCA 	0.003703704
GAS8 	0.003703704
MC1R 	0.003703704
CHMP1A 	0.003703704
RPL13 	0.003703704
SPG7 	0.003703704
CDK10 	0.003703704
VPS9D1 	0.003703704
TUBB3 	0.003703704
PRDM7 	0.003703704
TCF25 	0.003703704
CPNE7 	0.003703704
ANKRD11 	0.003703704
DEF8 	0.003703704
DBNDD1 	0.003703704
SPIRE2 	0.003703704
CENPBD1 	0.003703704
ZNF276 	0.003703704
SPATA2L 	0.003703704
SPATA33 	0.003703704
SNORD68 	0.003703704
VPS9D1-AS1 	0.003703704
URAHP 	0.003703704
AC137932.6 	0.003703704
EVI2A 	0.02
EVI2B 	0.02
NF1 	0.02
OMG 	0.02
MIR4733 	0.02
ATP1B2 	0.05
TP53 	0.05
TBCD 	0.025
FN3K 	0.025
ZNF750 	0.025
B3GNTL1 	0.025
ATXN7L3 	0.05
TMUB2 	0.05
MAP2K4 	0.05
MIR744 	0.05
ABR 	0.00625
DOC2B 	0.00625
RPH3AL 	0.00625
TIMM22 	0.00625
GEMIN4 	0.00625
GLOD4 	0.00625
RNMTL1 	0.00625
VPS53 	0.00625
NXN 	0.00625
FAM57A 	0.00625
FAM101B 	0.00625
C17orf97 	0.00625
DBIL5P 	0.00625
MIR3183 	0.00625
LOC100506371 	0.00625
LOC100506388 	0.00625
NFATC1 	0.008333333
CTDP1 	0.008333333
TXNL4A 	0.008333333
ADNP2 	0.008333333
KCNG2 	0.008333333
RBFA 	0.008333333
PQLC1 	0.008333333
PARD6G 	0.008333333
ATP9B 	0.008333333
HSBP1L1 	0.008333333
PARD6G-AS1 	0.008333333
RBFADN 	0.008333333
SMAD4 	0.1
hsa-mir-924 	0.025
LINC00669 	0.025
MIR5583-2 	0.025
MIR5583-1 	0.025
GPX4 	0.05
SBNO2 	0.05
ZNF8 	0.1
ARHGAP35 	0.1
ZNF254 	0.03333333
ZNF726 	0.03333333
HAVCR1P1 	0.03333333
FLRT3 	0.02
SEL1L2 	0.02
MACROD2 	0.02
MACROD2-IT1 	0.02
MACROD2-AS1 	0.02
hsa-mir-3118-5 	0.00625
BAGE 	0.00625
TPTE 	0.00625
C21orf15 	0.00625
BAGE4 	0.00625
BAGE3 	0.00625
BAGE2 	0.00625
ANKRD30BP2 	0.00625
POTED 	0.00625
ANKRD20A11P 	0.00625
TEKT4P2 	0.00625
MIR3156-3 	0.00625
MIR3687 	0.00625
MIR3648 	0.00625
MIR8069 	0.00625
AP001465.5 	0.00625
TMPRSS2 	0.1
ACR 	0.002439024
ARSA 	0.002439024
CHKB 	0.002439024
CPT1B 	0.002439024
TYMP 	0.002439024
MAPK11 	0.002439024
MAPK12 	0.002439024
SBF1 	0.002439024
PPP6R2 	0.002439024
ZBED4 	0.002439024
SCO2 	0.002439024
RABL2B 	0.002439024
MLC1 	0.002439024
MAPK8IP2 	0.002439024
PLXNB2 	0.002439024
BRD1 	0.002439024
NCAPH2 	0.002439024
MOV10L1 	0.002439024
MIOX 	0.002439024
PANX2 	0.002439024
ALG12 	0.002439024
CRELD2 	0.002439024
ADM2 	0.002439024
TRABD 	0.002439024
SELO 	0.002439024
HDAC10 	0.002439024
SHANK3 	0.002439024
TUBGCP6 	0.002439024
LOC90834 	0.002439024
LMF2 	0.002439024
KLHDC7B 	0.002439024
RPL23AP82 	0.002439024
C22orf34 	0.002439024
CHKB-CPT1B 	0.002439024
IL17REL 	0.002439024
DENND6B 	0.002439024
PIM3 	0.002439024
ODF3B 	0.002439024
SYCE3 	0.002439024
CHKB-AS1 	0.002439024
MIR6821 	0.002439024
GAB4 	0.1
hsa-mir-548f-5 	0.025
DMD 	0.025
FTHL17 	0.025
TAB3 	0.025
CLCN4 	0.025
MID1 	0.025
WWC3 	0.025
LOC100288814 	0.025
DIAPH2 	0.05
RPA4 	0.05
