Gene	Weight
ACP2	0.0067661543977424
ACP5	0.0735927780554245
ACP6	0.0389610322641649
ACPL2	0.0365578216687688
ACPP	0.32306782289176
ACPT	0.00451203718214003
ACR	0.0415194894028459
ACRBP	0.0487552335863143
ACRC	0.0645213305801857
ACRV1	0.0757504146710823
ACSBG1	0.156857436327621
ACSBG2	0.0588808160848852
ACSF2	0.0548458649772258
ACSF3	0.041573115640214
ACSL1	0.218415664286239
ACSL3	0.0570495225776127
ACSL4	0.0476602737553467
ACSL5	0.0853011869261716
ACSL6	0.158803770688419
ACSM1	0.287712420926413
ACSM2A	0.683967224006654
ACSM2B	0.677098862121189
ACSM3	0.0955786643963904
ACSM4	0.0235685369609936
ACSM5	0.397445949217876
ACSS1	0.0477737852035869
ACSS2	0.0663900117686277
ACSS3	0.0747868504256657
ACTA1	0.608611303475136
ACTA2	0.137059223355406
ACTB	0.0134831597121025
ACTBL2	0.0734340364825248
ACTC1	0.39414134455232
ACTG1	0.0136398608180299
ACTG2	0.358966910835057
ACTL6A	0.103347345985826
ACTL6B	0.0275095826169768
ACTL7A	0.00496793218426575
ACTL7B	0.0115831339901524
ACTL8	0.34462544128858
ACTL9	0.002649154480826
ACTN1	0.0131172204800873
ACTN2	0.404862385413788
ACTN3	0.219710145803255
ACTN4	0.0139948583433311
ACTR10	0.00424011294670089
ACTR1A	0.0273732615890507
ACTR1B	0.0259045941048365
ACTR2	0.0102112971831686
ACTR3	0.0361364926251366
ACTR3B	0.0829995255073473
ACTR3C	0.0206112237355866
ACTR5	0.0290227768368213
ACTR6	0.0071652331206757
ACTR8	0.00503976298143858
ACTRT1	0.00285131760908878
ACTRT2	0.0124588213599152
ACVR1	0.00612602652249054
ACVR1B	0.00509949979427954
ACVR1C	0.216234763735289
ACVR2A	0.0227133219202507
ACVR2B	0.0503506964755159
ACVRL1	0.151945964655976
ACY1	0.109672256341652
ACY3	0.145711396499876
ACYP1	0.0657867644128362
ACYP2	0.00274264957079807
ADA	0.0315042426328471
ADAD1	0.0478339617819076
ADAD2	0.0918107664476891
ADAL	0.0197159565319239
ADAM10	0.0177589707104886
ADAM11	0.00642641509589323
ADAM12	0.069201569805934
ADAM15	0.00630644476616449
ADAM17	0.0535697684663556
ADAM18	0.00747237458864548
ADAM19	0.0209075589830352
ADAM20	0.0478930716623644
ADAM21	0.104050645873124
ADAM21P1	0.048005966288103
ADAM2	0.0478823708007939
ADAM22	0.125847707634816
ADAM23	0.0671477793372118
ADAM28	0.0355467026858602
ADAM29	0.100703954036845
ADAM30	0.00105656496155777
ADAM32	0.14431444801901
ADAM33	0.0408803112201881
ADAM3A	0.0139413092820456
ADAM5P	0.00732320591307301
ADAM6	0.136723495920228
ADAM7	0.218283149453674
ADAM8	0.0993267820124878
ADAM9	0.0340197544645493
ADAMDEC1	0.0920692632109288
ADAMTS10	0.0375050428635542
ADAMTS12	0.0502245899838316
ADAMTS13	0.0193155909675446
ADAMTS14	0.167517748958476
ADAMTS15	0.0174174514191221
ADAMTS16	0.0175706754666604
ADAMTS17	0.0187904592337826
ADAMTS18	0.00664773453007024
ADAMTS19	0.0336753681711694
ADAMTS1	0.0303493208712472
ADAMTS20	0.174924219771616
ADAMTS2	0.0172381238896849
ADAMTS3	0.0297198564745562
ADAMTS4	0.123898236743119
ADAMTS5	0.126153158732669
ADAMTS6	0.0168117866134788
ADAMTS7	0.0572140068362515
ADAMTS8	0.193212481449525
ADAMTS9	0.0187256359491347
ADAMTSL1	0.0957053276067301
ADAMTSL2	0.128526892921122
ADAMTSL3	0.154162932664712
ADAMTSL4	0.122304780921136
ADAMTSL5	0.121257406554189
ADAP1	0.0262899146567887
ADAP2	0.0105361556904919
ADAR	0.0425538570805617
ADARB1	0.0609509295450729
ADARB2	0.00637518538106732
ADAT1	0.0256085520476203
ADAT2	0.0300539021878757
ADAT3	0.0126338119121407
ADC	0.011059911783108
ADCK1	0.0103653331037689
ADCK2	0.0306082531820434
ADCK4	0.0296140232680537
ADCK5	0.0788339557201402
ADCY10	0.135374341761512
ADCY1	0.118964677324805
ADCY2	0.146589940940175
ADCY3	0.00990066478357501
ADCY4	0.092260209475209
ADCY5	0.0892842065654823
ADCY6	0.0505147315645205
ADCY7	0.00522578715566599
ADCY8	0.199829675228754
ADCY9	0.111114145755724
ADCYAP1	0.0368400382361553
ADCYAP1R1	0.0550235051064901
ADD1	0.0342786254281315
ADD2	0.161450892641763
ADD3	0.025277715881154
ADH1A	0.721967110950031
ADH1B	0.420040909496855
ADH1C	0.541326080053164
ADH4	0.703998295691059
ADH5	0.0393608586641196
ADH6	0.523080881305474
ADH7	0.487062391290118
ADHFE1	0.119625884766568
ADI1	0.0430386390605951
ADIG	0.127677255534191
ADIPOQ	0.386408582322534
ADIPOR1	0.0137244971561929
ADIPOR2	0.0336108619272065
ADK	0.0382665234678544
ADM	0.0538542155623443
ADM2	0.0686573672670694
ADNP2	0.0136276751169249
ADNP	0.0474249805291883
ADO	0.0164905188071697
ADORA1	0.0376228017583427
ADORA2A	0.104570926032307
ADORA2B	0.114375334768988
ADORA3	0.0986563264412792
ADPGK	0.0299250796578424
ADPRH	0.0479663245928863
ADPRHL1	0.0269164400127063
ADPRHL2	0.0722291945478256
ADRA1A	0.341858721486255
ADRA1B	0.0518410028986308
ADRA1D	0.129821125936476
ADRA2A	0.0506206723675205
ADRA2B	0.0462465783954003
ADRA2C	0.0983728336286883
ADRB1	0.257264282480734
ADRB2	0.264599897263765
ADRB3	0.0905710103383368
ADRBK1	0.0121870242303982
ADRBK2	0.0517756407852748
ADRM1	0.0299887040504041
ADSL	0.0415267180292589
ADSS	0.0411009280097759
ADSSL1	0.0418703662740843
AEBP1	0.0224191558553231
AEBP2	0.0238459302823514
AEN	0.0266562539851024
AES	0.0312374517463381
AFAP1	0.0147143248622167
AFAP1L1	0.0375599055901711
AFAP1L2	0.0143243967036988
AFARP1	0.0452546480911172
AFF1	0.105126803933173
AFF2	0.0394100758136501
AFF3	0.198640358860513
AFF4	0.049452716582915
AFG3L1	0.0130565555608925
AFG3L2	0.00877576035081244
AFM	0.644951571436692
AFMID	0.0415445768050608
AFP	0.211896871164654
AFTPH	0.0129479462536782
AG2	0.188367383814826
AGA	0.0252584739574241
AGAP11	0.0771923283532636
AGAP1	0.0207404770765704
AGAP2	0.105957241794302
AGAP3	0.0309682563866655
AGAP4	0.0364411790028224
AGAP5	0.00114511238369779
AGAP6	0.047057575761825
AGAP7	0.0111206872573882
AGAP8	0.0512710685281503
AGBL1	0.184392013212127
AGBL2	0.0295173679531478
AGBL3	0.006156582666084
AGBL4	0.0279965282501795
AGBL5	0.0683728266948615
AGER	0.340032436147112
AGFG1	0.00658201175487326
AGFG2	0.0296471574143341
AGGF1	0.0142274781633672
AGK	0.0313007705996862
AGL	0.074946052343086
AGMAT	0.206552063786596
AGPAT1	0.026714566826705
AGPAT2	0.0483746500382077
AGPAT3	0.0411376201379546
AGPAT4	0.0164846080376895
AGPAT5	0.0213969589323242
AGPAT6	0.00965545628455212
AGPAT9	0.23621916949711
AGPHD1	0.024722018532351
AGPS	0.0265571078012847
AGR2	0.237548057710559
AGR3	0.123942713729172
AGRN	0.0831156434540358
AGRP	0.153790756427752
AGT	0.428054098756595
AGTPBP1	0.0202443473442072
AGTR1	0.290831737328989
AGTR2	0.191547754200199
AGTRAP	0.0400360348182493
AGXT	0.583448204502559
AGXT2	0.577378675563772
AGXT2L1	0.388003389237376
AGXT2L2	0.0192519511964742
AHCTF1	0.000625309942841644
AHCY	0.0680175378465962
AHCYL1	0.00688756404148198
AHCYL2	0.154596261501622
AHDC1	0.0433782075780161
AHI1	0.0213593171011864
AHNAK2	0.00425679464961183
AHNAK	0.0862102529865488
AHR	0.0277007471317598
AHRR	0.0196782555160008
AHSA1	0.0503182971644044
AHSA2	0.0484513429957132
AHSG	0.737315150308927
AHSP	0.0797569026876949
AICDA	0.136215248387458
AIDA	0.009649654886781
AIF1	0.0203150483124902
AIF1L	0.0610625746259124
AIFM1	0.0431202745043986
AIFM2	0.0361140732385245
AIFM3	0.137306475981728
AIG1	0.0418674332912061
AIM1	0.140108141380709
AIM1L	0.0996893104069824
AIM2	0.0220166243863569
AIMP1	0.000723246095064198
AIMP2	0.0457479874336991
AIP	0.0148327211308719
AIPL1	0.093533588017131
AIRE	0.00131250683815157
AJAP1	0.050001824392284
AK1	0.053688812777638
AK2	0.0398626056692708
AK3	0.0480201613783568
AK3L1	0.0151767265283152
AK5	0.221310018558945
AK7	0.0360109586701256
AKAP10	0.0254975613186535
AKAP11	0.0785461074900178
AKAP12	0.0647947794005891
AKAP13	0.0874520911800397
AKAP14	0.0563682957224992
AKAP1	0.064694387887267
AKAP2	0.140684178763257
AKAP3	0.0508692118136855
AKAP4	0.0187516225130982
AKAP5	0.0834901638917292
AKAP6	0.101396282254559
AKAP7	0.0700276737431404
AKAP8	0.0206143146458666
AKAP8L	0.0644862083327665
AKAP9	0.0800078753597945
AKD1	0.0322520285580627
AKIRIN1	0.0341128634225376
AKIRIN2	0.0303597319510789
AKNA	0.0410553187598018
AKNAD1	0.0560732273815547
AKR1A1	0.0130213570107732
AKR1B10	0.342275602968807
AKR1B1	0.0537376302073523
AKR1B15	0.00148104638713013
AKR1C1	0.341672275338526
AKR1C2	0.319741082559268
AKR1C3	0.166638409927959
AKR1C4	0.470033747422915
AKR1CL1	0.0627985369295652
AKR1D1	0.539099938317544
AKR1E2	0.048362557993957
AKR7A2	0.00199789248079758
AKR7A3	0.344260014460372
AKR7L	0.147572753030279
AKT1	0.0213184778983059
AKT1S1	0.00903443609120646
AKT2	0.0222505572721146
AKT3	0.123267033783986
AKTIP	0.0406037310307436
ALAD	0.0919342720802589
ALAS1	0.0724463807314612
ALAS2	0.128543780185674
ALB	0.881614427207597
ALCAM	0.0284566509417266
ALDH16A1	0.00413586614693796
ALDH18A1	0.0377459966911672
ALDH1A1	0.223791292934682
ALDH1A2	0.0345917574150779
ALDH1A3	0.131271229416485
ALDH1B1	0.0613640573132729
ALDH1L1	0.308749393864645
ALDH1L2	0.0164032970880368
ALDH2	0.169161287665055
ALDH3A1	0.260287732090199
ALDH3A2	0.092163618905191
ALDH3B1	0.00925095556984063
ALDH3B2	0.0459297376136804
ALDH4A1	0.196377496095751
ALDH5A1	0.022477367187904
ALDH6A1	0.15715416131918
ALDH7A1	0.00315718134521866
ALDH8A1	0.391001444718886
ALDH9A1	0.0721680231054755
ALDOA	0.0419378752195856
ALDOB	0.821362715279456
ALDOC	0.0737666180478363
ALG10	0.0541631682524269
ALG10B	0.0268325415453627
ALG11	0.0637362059764665
ALG12	0.0653852786452308
ALG13	0.00638214419334421
ALG14	0.00329931843895361
ALG1	0.0103486203278729
ALG1L	0.1004508778503
ALG1L2	0.140492327234983
ALG2	0.000219872221725402
ALG3	0.0889317595705594
ALG5	0.00224987966371608
ALG6	0.0545956343695444
ALG8	0.0814961379655962
ALG9	0.00595539468588896
ALK	0.209216053453824
ALKBH1	0.0163490536506502
ALKBH2	0.0706509082602451
ALKBH3	0.00676157541574966
ALKBH4	0.019237497905037
ALKBH5	0.00985590761855836
ALKBH6	0.0627404939237654
ALKBH7	0.019673961260483
ALKBH8	0.0336043815208101
ALLC	0.0321273524729118
ALMS1	0.00797835285688586
ALMS1P	0.0080903140742833
ALOX12	0.171161960870249
ALOX12B	0.204437050046759
ALOX12P2	0.15162194866147
ALOX15	0.236917481381897
ALOX15B	0.22145217305813
ALOX5	0.0535559976135285
ALOX5AP	0.0370812622492739
ALOXE3	0.0130115454479839
ALPI	0.333147451527477
ALPK1	0.0143583726755124
ALPK2	0.078480959826452
ALPK3	0.105175515587053
ALPL	0.0141093807194043
ALPP	0.205569348776062
ALPPL2	0.381196225584275
ALS2	0.0111085824332064
ALS2CL	0.0162516069840962
ALS2CR11	0.109424640806591
ALS2CR12	0.0496630410957468
ALS2CR4	0.0231457710390461
ALS2CR8	0.0204532308490581
ALX1	0.038864414371657
ALX3	0.0625733873292967
ALX4	0.0525685510398485
AMAC1	0.00862360225273087
AMAC1L2	0.0160043614429512
AMAC1L3	0.0310848630758822
AMACR	0.116899446624774
AMBN	0.00376744326992058
AMBP	0.557596126389212
AMBRA1	0.00849766506859224
AMD1	0.0350544232897341
AMDHD1	0.327608009332714
AMDHD2	0.0031988863240336
AMELX	0.165691120040615
AMELY	0.0373358813435229
AMFR	0.0479400460856398
AMH	0.144317104785559
AMHR2	0.0804994684579926
AMICA1	0.124883059378735
AMIGO1	0.0641890608118194
AMIGO2	0.0680706880923922
AMIGO3	0.0352612653518425
AMMECR1	0.0665297838575329
AMMECR1L	0.00249202204222946
AMN1	0.0802560928830627
AMN	0.207867382459704
AMOT	0.038825445884667
AMOTL1	0.0910199673668151
AMOTL2	0.00361804045077513
AMPD1	0.296296336011025
AMPD2	0.0414042277876633
AMPD3	0.0231138678433991
AMPH	0.0664512247379518
AMT	0.0752376848255911
AMTN	0.176435516327379
AMY1A	0.085501778549067
AMY2A	0.247273356429609
AMY2B	0.0361052644589179
AMZ1	0.0127609381203858
AMZ2	0.0312206463384165
AMZ2P1	0.00351601228701316
ANAPC10	0.0130247600161823
ANAPC11	0.0468505979641632
ANAPC13	0.00393634701860834
ANAPC16	0.00567181068709533
ANAPC1	0.0325189554011633
ANAPC2	0.00392745155872928
ANAPC4	0.00798844249366112
ANAPC5	0.0353352397584307
ANAPC7	0.0565719039696518
ANG	0.277241268032268
ANGEL1	0.0159131758666076
ANGEL2	0.0139912664382442
ANGPT1	0.182188238595151
ANGPT2	0.0512377299971897
ANGPT4	0.137531582370343
ANGPTL1	0.160324605743171
ANGPTL2	0.0913216560045799
ANGPTL3	0.551894073028492
ANGPTL4	0.113237023218606
ANGPTL5	0.125336992393004
ANGPTL6	0.200513969780962
ANGPTL7	0.356036618047287
ANK1	0.096080380980787
ANK2	0.185784341669471
ANK3	0.0997984343575815
ANKAR	0.0169802730442419
ANKDD1A	0.00564414041548125
ANKFN1	0.070154341907968
ANKFY1	0.0208892140009946
ANKH	0.0175456547747289
ANKHD1	0.00933788991395446
ANKHD1-EIF4EBP3	0.0630098594626147
ANKIB1	0.00901504481591864
ANKK1	0.0487769063240123
ANKLE1	0.226087783876601
ANKLE2	0.0383051641009876
ANKMY1	0.0123970392402169
ANKMY2	0.0364697637632679
ANKRA2	0.00792267959802524
ANKRD10	0.00252896225929333
ANKRD11	0.0222925685901961
ANKRD12	0.0952132345166753
ANKRD1	0.238427878423962
ANKRD13A	0.0272160166244531
ANKRD13B	0.0313971416095013
ANKRD13C	0.017503321826684
ANKRD13D	0.0352289967281017
ANKRD16	0.053945326922766
ANKRD17	2.80862043403159e-05
ANKRD19	0.035022414928409
ANKRD20A3	0.0607912449365969
ANKRD20A4	0.0362226119193718
ANKRD20B	0.0582223880799546
ANKRD22	0.108823597946157
ANKRD2	0.0776301194080164
ANKRD23	0.167644778009886
ANKRD24	0.131281342462262
ANKRD26	0.00284374326643074
ANKRD26P1	0.107712982560469
ANKRD27	0.0253967063920402
ANKRD28	0.00378786532545975
ANKRD29	0.202634035542834
ANKRD30A	0.413247887773795
ANKRD30B	0.133515494716312
ANKRD31	0.0400444238337856
ANKRD32	0.00699793251332631
ANKRD33	0.196334432409623
ANKRD34A	0.0426974717657883
ANKRD34B	0.0320959798564635
ANKRD34C	0.0380893221897714
ANKRD35	0.136667970172504
ANKRD36	0.0228510697296005
ANKRD36B	0.0236920146703635
ANKRD36BP1	0.0283533710076799
ANKRD37	0.0482486384538477
ANKRD39	0.0485566165993493
ANKRD40	0.0357091482949051
ANKRD42	0.00900746617433842
ANKRD43	0.106964194391959
ANKRD44	0.105190748638968
ANKRD45	0.115384556532025
ANKRD46	0.0132528710397
ANKRD49	0.0423784559245362
ANKRD50	0.0750810829421918
ANKRD52	0.0218680859670318
ANKRD53	0.0455086547222966
ANKRD54	0.0108914307251125
ANKRD55	0.141636206585819
ANKRD56	0.105435589757712
ANKRD5	0.0393488793965438
ANKRD57	0.103731355551121
ANKRD58	0.00615782513793245
ANKRD6	0.0861234515116
ANKRD7	0.0500703078916457
ANKRD9	0.0168802621261594
ANKS1A	0.000760959132213795
ANKS1B	0.0527455151082207
ANKS3	0.00993363617456783
ANKS4B	0.390455122058852
ANKS6	0.0317181012740822
ANKZF1	0.0757875688781244
ANLN	0.133516031337113
ANO10	0.0478314158633277
ANO1	0.0695810900129451
ANO2	0.0761316677325192
ANO3	0.0926268751869766
ANO4	0.134499443833781
ANO5	0.19113389057889
ANO6	0.0753705064172971
ANO7	0.0910738773278263
ANO8	0.0572337059294168
ANO9	0.0911332009204578
ANP32A	0.0478878478220454
ANP32B	0.0337728672800824
ANP32C	0.0546259937681555
ANP32D	0.0061587873298908
ANP32E	0.0483258186028706
ANPEP	0.174999766758843
ANTXR1	0.00552901190092493
ANTXR2	0.173054698807382
ANTXRL	0.214549383298354
ANUBL1	0.00330842225899551
ANXA10	0.464908035735959
ANXA11	0.00491977887993983
ANXA1	0.0989133063009297
ANXA13	0.132792508441061
ANXA2	0.000638514832763423
ANXA2P1	0.0341090388757262
ANXA2P2	0.0184121471823396
ANXA2P3	0.0775333857687475
ANXA3	0.0115176388212115
ANXA4	0.0327805214285381
ANXA5	0.0248756583983127
ANXA6	0.0813309773624241
ANXA7	0.0194586056894877
ANXA8	0.172355227446265
ANXA8L1	0.0538405247702461
ANXA8L2	0.154663733280269
ANXA9	0.0601995854048373
AOAH	0.0160413756053214
AOC2	0.0372451998959178
AOC3	0.284251523670167
AOX1	0.325586193249737
AOX2P	0.0549726714864766
AP1AR	0.0284038554222085
AP1B1	0.0338743854580332
AP1G1	0.0428873345357852
AP1G2	0.0411569581732909
AP1M1	0.00189234678982254
AP1M2	0.0671608829221297
AP1S1	0.0429266017116085
AP1S2	0.0258289889235135
AP1S3	0.058443289104423
AP2A1	0.00703602137371556
AP2A2	0.0361786457467362
AP2B1	0.0444851361546173
AP2M1	0.0536801555602812
AP2S1	0.0280004947969556
AP3B1	0.029350937009003
AP3B2	0.0441581587175371
AP3D1	0.0148638488740964
AP3M1	0.00749146685325708
AP3M2	0.0458287790937984
AP3S1	0.00620948044986788
AP3S2	0.0185363115020736
AP4B1	0.0434362189643517
AP4E1	0.0420467731967654
AP4M1	0.0495464309900869
AP4S1	0.000908795511988194
APAF1	0.0218413523955275
APBA1	0.0858063583429297
APBA2	0.0736551491216418
APBA3	0.00430900552840015
APBB1	0.0733506891659445
APBB1IP	0.0669327716105595
APBB2	0.0685320115185398
APBB3	0.0351716453457992
APC2	0.147451159418271
APC	0.082787416025753
APCDD1	0.0112860922349427
APCDD1L	0.142481968351883
APCS	0.74015913052078
APEH	0.0119023661587269
APEX1	0.081465306413114
APEX2	0.0429282897307371
APH1A	0.0686532989943247
APH1B	0.0364314237909454
API5	0.00906394611739649
APIP	0.0053418156171169
APITD1	0.0281515110504831
APLF	0.0166116231112988
APLN	0.0164961704442199
APLNR	0.110351959188108
APLP1	0.064712116908773
APLP2	0.0389209627836083
APOA1	0.254877504389535
APOA1BP	0.0714653559586112
APOA2	0.823893885231378
APOA4	0.643425532454592
APOA5	0.595866760053474
APOB	0.720681741637014
APOB48R	0.107842570857223
APOBEC1	0.272088850701761
APOBEC2	0.347835443318895
APOBEC3A	0.0868742677101231
APOBEC3B	0.0898906722499721
APOBEC3C	0.00308899597190638
APOBEC3D	0.0314920228840296
APOBEC3F	0.0436595083509124
APOBEC3G	0.0370853638922412
APOBEC3H	0.029916646181698
APOBEC4	0.00490918170743374
APOC1	0.246171025308161
APOC1P1	0.388423245434876
APOC2	0.333000524289495
APOC3	0.850262842202546
APOC4	0.501695823688593
APOD	0.297562402287298
APOE	0.116458140737009
APOF	0.561013798289673
APOH	0.700264909349073
APOL1	0.0263189852288085
APOL2	0.0239009237608504
APOL3	0.058225955520601
APOL4	0.00163550642093274
APOL5	0.0757626617847092
APOL6	0.0516935316130548
APOLD1	0.145427979100436
APOM	0.277862258290583
APOO	0.0334572448504313
APOOL	0.0539633421406977
APP	0.0414727851156884
APPBP2	0.0152769017092576
APPL1	0.0113382071378007
APPL2	0.0269635273841835
APRT	0.0323542256239508
APTX	0.0200230925100759
AQP10	0.263561735402321
AQP11	0.0536819612088723
AQP12A	0.10557534155445
AQP12B	0.167072720559066
AQP1	0.237954322553835
AQP2	0.610680975741839
AQP3	0.245906490996031
AQP4	0.44014015420451
AQP5	0.124446660696815
AQP6	0.155475577987784
AQP7	0.291425522602358
AQP7P1	0.270895676899201
AQP7P3	0.183978691966855
AQP8	0.560814293888198
AQP9	0.172000110575998
AQPEP	0.224729835923511
AQR	0.0160612538343589
AR	0.0499393930974227
ARAF	0.00247389133259116
ARAP1	0.00844987418672993
ARAP2	0.0814117355686631
ARAP3	0.0109088105894988
ARC	0.139151919399837
ARCN1	0.003924994572042
AREG	0.161148820646631
ARF1	0.0257354398538726
ARF3	0.0247535967974571
ARF4	0.0389611360319011
ARF5	0.0467935649398981
ARF6	0.0126693628219981
ARFGAP1	0.0465176046698871
ARFGAP2	0.00735522174058016
ARFGAP3	0.0501580099785318
ARFGEF1	0.0073083106719265
ARFGEF2	0.030185376203223
ARFIP1	0.0129834786180975
ARFIP2	0.00697463115154977
ARFRP1	0.0074240060573724
ARG1	0.547276056227164
ARG2	0.15505876688365
ARGFX	0.00982315575948145
ARGFXP2	0.021050293916572
ARGLU1	0.0330598801624807
ARHGAP10	0.120481644521881
ARHGAP11A	0.132776134117159
ARHGAP11B	0.132000394799628
ARHGAP12	0.036452663678899
ARHGAP1	0.0104494479507764
ARHGAP15	0.0621839209863516
ARHGAP17	0.0146524682374928
ARHGAP18	0.0816325318001327
ARHGAP19	0.0313997205111678
ARHGAP20	0.0838194625303257
ARHGAP21	0.0276795795390487
ARHGAP22	0.017576262689393
ARHGAP23	0.0181252419850145
ARHGAP24	0.222869961885955
ARHGAP25	0.0327796112260264
ARHGAP26	0.0244340695486625
ARHGAP27	0.0326211428217069
ARHGAP28	0.0596436893237603
ARHGAP29	0.0027751522840524
ARHGAP30	0.0341173935555389
ARHGAP31	0.138368761588168
ARHGAP32	0.0482208649023838
ARHGAP33	0.0981336035112774
ARHGAP36	0.168314804899161
ARHGAP39	0.133924209302012
ARHGAP42	0.106304183600136
ARHGAP4	0.0663189534632957
ARHGAP5	0.0460224455851479
ARHGAP6	0.202933544746859
ARHGAP8	0.051326998821108
ARHGAP9	0.0306379462275368
ARHGDIA	0.0100189238750571
ARHGDIB	0.0363677661940781
ARHGDIG	0.0853062199532912
ARHGEF10	0.0481908468024828
ARHGEF10L	0.0934681703388125
ARHGEF11	0.009687817738415
ARHGEF12	0.0574957978358251
ARHGEF15	0.145027205080349
ARHGEF16	0.0300319115427559
ARHGEF17	0.025149252055744
ARHGEF18	0.0338640736974213
ARHGEF19	0.0729401942502855
ARHGEF1	0.00658259821716724
ARHGEF2	0.0471836129295772
