Alteration	Weight
TNFSF13B_CNA	0.333333333333333
ABHD13_CNA	0.333333333333333
MBIP_CNA	1
ZNF668_CNA	1
TUBD1_CNA	1
ERBB2_CNA	0.5
MIR4728_CNA	0.5
LAMA3_CNA	1
URI1_CNA	1
hsa-mir-647_CNA	0.027027027027027
NPBWR2_CNA	0.027027027027027
MYT1_CNA	0.027027027027027
OPRL1_CNA	0.027027027027027
TCEA2_CNA	0.027027027027027
TPD52L2_CNA	0.027027027027027
TNFRSF6B_CNA	0.027027027027027
ARFRP1_CNA	0.027027027027027
RGS19_CNA	0.027027027027027
PRPF6_CNA	0.027027027027027
GMEB2_CNA	0.027027027027027
STMN3_CNA	0.027027027027027
RTEL1_CNA	0.027027027027027
SOX18_CNA	0.027027027027027
LIME1_CNA	0.027027027027027
UCKL1_CNA	0.027027027027027
PCMTD2_CNA	0.027027027027027
SLC2A4RG_CNA	0.027027027027027
ZNF512B_CNA	0.027027027027027
DNAJC5_CNA	0.027027027027027
ZGPAT_CNA	0.027027027027027
PRIC285_CNA	0.027027027027027
ZBTB46_CNA	0.027027027027027
SAMD10_CNA	0.027027027027027
ABHD16B_CNA	0.027027027027027
LINC00266-1_CNA	0.027027027027027
C20orf201_CNA	0.027027027027027
LINC00176_CNA	0.027027027027027
MIR647_CNA	0.027027027027027
UCKL1-AS1_CNA	0.027027027027027
MIR941-1_CNA	0.027027027027027
MIR941-4_CNA	0.027027027027027
MIR941-2_CNA	0.027027027027027
MIR941-3_CNA	0.027027027027027
MIR1914_CNA	0.027027027027027
LOC100505815_CNA	0.027027027027027
RTEL1-TNFRSF6B_CNA	0.027027027027027
LOC284788_CNA	1
PPM1F_CNA	1
G6PD_CNA	0.166666666666667
UBL4A_CNA	0.166666666666667
LAGE3_CNA	0.166666666666667
SLC10A3_CNA	0.166666666666667
PLXNA3_CNA	0.166666666666667
FAM3A_CNA	0.166666666666667
hsa-mir-320b-1_CNA	0.0136986301369863
hsa-mir-4256_CNA	0.0136986301369863
ADORA3_CNA	0.0136986301369863
AMPD1_CNA	0.0136986301369863
RHOC_CNA	0.0136986301369863
ATP1A1_CNA	0.0136986301369863
ATP5F1_CNA	0.0136986301369863
CAPZA1_CNA	0.0136986301369863
CASQ2_CNA	0.0136986301369863
CD53_CNA	0.0136986301369863
CD58_CNA	0.0136986301369863
CHI3L2_CNA	0.0136986301369863
IGSF3_CNA	0.0136986301369863
KCNA2_CNA	0.0136986301369863
KCNA3_CNA	0.0136986301369863
KCNA10_CNA	0.0136986301369863
KCND3_CNA	0.0136986301369863
MOV10_CNA	0.0136986301369863
NGF_CNA	0.0136986301369863
NHLH2_CNA	0.0136986301369863
NRAS_CNA	0.0136986301369863
OVGP1_CNA	0.0136986301369863
RAP1A_CNA	0.0136986301369863
SLC16A1_CNA	0.0136986301369863
SYCP1_CNA	0.0136986301369863
TSHB_CNA	0.0136986301369863
WNT2B_CNA	0.0136986301369863
CSDE1_CNA	0.0136986301369863
LRIG2_CNA	0.0136986301369863
TSPAN2_CNA	0.0136986301369863
BCAS2_CNA	0.0136986301369863
CEPT1_CNA	0.0136986301369863
AP4B1_CNA	0.0136986301369863
PHTF1_CNA	0.0136986301369863
DDX20_CNA	0.0136986301369863
PTPN22_CNA	0.0136986301369863
CHIA_CNA	0.0136986301369863
TRIM33_CNA	0.0136986301369863
RSBN1_CNA	0.0136986301369863
ST7L_CNA	0.0136986301369863
SLC22A15_CNA	0.0136986301369863
LRIF1_CNA	0.0136986301369863
CTTNBP2NL_CNA	0.0136986301369863
FAM212B_CNA	0.0136986301369863
OLFML3_CNA	0.0136986301369863
DCLRE1B_CNA	0.0136986301369863
WDR77_CNA	0.0136986301369863
DENND2D_CNA	0.0136986301369863
SIKE1_CNA	0.0136986301369863
VANGL1_CNA	0.0136986301369863
PROK1_CNA	0.0136986301369863
ATP1A1OS_CNA	0.0136986301369863
MAB21L3_CNA	0.0136986301369863
DRAM2_CNA	0.0136986301369863
C1orf88_CNA	0.0136986301369863
C1orf162_CNA	0.0136986301369863
SYT6_CNA	0.0136986301369863
RP11-165H20.1_CNA	0.0136986301369863
DENND2C_CNA	0.0136986301369863
HIPK1_CNA	0.0136986301369863
AKR7A2P1_CNA	0.0136986301369863
MAGI3_CNA	0.0136986301369863
FAM19A3_CNA	0.0136986301369863
PPM1J_CNA	0.0136986301369863
BCL2L15_CNA	0.0136986301369863
PGCP1_CNA	0.0136986301369863
CYMP_CNA	0.0136986301369863
LOC643441_CNA	0.0136986301369863
LOC100129269_CNA	0.0136986301369863
LOC100287722_CNA	0.0136986301369863
MIR320B1_CNA	0.0136986301369863
MIR4256_CNA	0.0136986301369863
LOC100506343_CNA	0.0136986301369863
IGSF21_CNA	1
LRP1B_CNA	1
SNED1_CNA	1
hsa-mir-2115_CNA	0.5
NME6_CNA	0.5
LOC100507086_CNA	0.5
MIR4797_CNA	0.5
PROS1_CNA	0.5
STX19_CNA	0.5
SLC25A4_CNA	0.111111111111111
LRP2BP_CNA	0.111111111111111
KIAA1430_CNA	0.111111111111111
SNX25_CNA	0.111111111111111
ANKRD37_CNA	0.111111111111111
HELT_CNA	0.111111111111111
LOC731424_CNA	0.111111111111111
MIR3945_CNA	0.111111111111111
LOC100506229_CNA	0.111111111111111
hsa-mir-571_CNA	0.0384615384615385
ATP5I_CNA	0.0384615384615385
DGKQ_CNA	0.0384615384615385
GAK_CNA	0.0384615384615385
IDUA_CNA	0.0384615384615385
MYL5_CNA	0.0384615384615385
PDE6B_CNA	0.0384615384615385
ZNF141_CNA	0.0384615384615385
PCGF3_CNA	0.0384615384615385
SPON2_CNA	0.0384615384615385
CPLX1_CNA	0.0384615384615385
SLC26A1_CNA	0.0384615384615385
FGFRL1_CNA	0.0384615384615385
PIGG_CNA	0.0384615384615385
ABCA11P_CNA	0.0384615384615385
MFSD7_CNA	0.0384615384615385
TMEM175_CNA	0.0384615384615385
ZNF595_CNA	0.0384615384615385
ZNF721_CNA	0.0384615384615385
ZNF718_CNA	0.0384615384615385
RNF212_CNA	0.0384615384615385
ZNF876P_CNA	0.0384615384615385
ZNF732_CNA	0.0384615384615385
LOC100129917_CNA	0.0384615384615385
LOC100130872_CNA	0.0384615384615385
TMED11P_CNA	0.0384615384615385
FAM190A_CNA	1
hsa-mir-582_CNA	0.333333333333333
PDE4D_CNA	0.333333333333333
PART1_CNA	0.333333333333333
MIR3661_CNA	1
PARK2_CNA	1
MCART3P_CNA	1
NKAIN2_CNA	1
CSMD1_CNA	1
FNTA_CNA	0.25
SGK196_CNA	0.25
HGSNAT_CNA	0.25
POTEA_CNA	0.25
SNTG1_CNA	1
UNC5D_CNA	1
CDKN2A_CNA	0.5
C9orf53_CNA	0.5
PTPRD_CNA	1
hsa-mir-1299_CNA	0.0204081632653061
PGM5_CNA	0.0204081632653061
ZNF658_CNA	0.0204081632653061
FAM75A7_CNA	0.0204081632653061
CNTNAP3_CNA	0.0204081632653061
ANKRD20A1_CNA	0.0204081632653061
CBWD5_CNA	0.0204081632653061
LOC286297_CNA	0.0204081632653061
FOXD4L3_CNA	0.0204081632653061
FOXD4L4_CNA	0.0204081632653061
AQP7P1_CNA	0.0204081632653061
KGFLP1_CNA	0.0204081632653061
FAM75A6_CNA	0.0204081632653061
MGC21881_CNA	0.0204081632653061
FAM74A1_CNA	0.0204081632653061
FAM74A4_CNA	0.0204081632653061
ZNF658B_CNA	0.0204081632653061
LOC440896_CNA	0.0204081632653061
ANKRD20A3_CNA	0.0204081632653061
ANKRD20A2_CNA	0.0204081632653061
AQP7P3_CNA	0.0204081632653061
LOC442421_CNA	0.0204081632653061
CBWD3_CNA	0.0204081632653061
FAM27A_CNA	0.0204081632653061
LOC572558_CNA	0.0204081632653061
PGM5P2_CNA	0.0204081632653061
LOC642236_CNA	0.0204081632653061
FAM75A2_CNA	0.0204081632653061
FAM75A4_CNA	0.0204081632653061
LOC642929_CNA	0.0204081632653061
LOC643648_CNA	0.0204081632653061
CBWD6_CNA	0.0204081632653061
FAM75A1_CNA	0.0204081632653061
FAM74A2_CNA	0.0204081632653061
FOXD4L6_CNA	0.0204081632653061
FOXD4L5_CNA	0.0204081632653061
LOC653501_CNA	0.0204081632653061
KGFLP2_CNA	0.0204081632653061
FAM75A3_CNA	0.0204081632653061
FAM75A5_CNA	0.0204081632653061
FAM74A3_CNA	0.0204081632653061
CNTNAP3B_CNA	0.0204081632653061
ANKRD20A4_CNA	0.0204081632653061
FOXD4L2_CNA	0.0204081632653061
LOC100132352_CNA	0.0204081632653061
FAM27C_CNA	0.0204081632653061
FAM95B1_CNA	0.0204081632653061
FAM27B_CNA	0.0204081632653061
LOC100133920_CNA	0.0204081632653061
ADARB2_CNA	0.142857142857143
IDI1_CNA	0.142857142857143
WDR37_CNA	0.142857142857143
IDI2-AS1_CNA	0.142857142857143
IDI2_CNA	0.142857142857143
LINC00200_CNA	0.142857142857143
ADARB2-AS1_CNA	0.142857142857143
hsa-mir-202_CNA	0.2
ADAM8_CNA	0.2
UTF1_CNA	0.2
VENTX_CNA	0.2
MIR202_CNA	0.2
OPCML_CNA	1
HRAS_CNA	0.25
RASSF7_CNA	0.25
LRRC56_CNA	0.25
C11orf35_CNA	0.25
ETV6_CNA	0.2
BCL2L14_CNA	0.2
MIR1244-1_CNA	0.2
MIR1244-3_CNA	0.2
MIR1244-2_CNA	0.2
PIWIL1_CNA	0.166666666666667
FZD10_CNA	0.166666666666667
RIMBP2_CNA	0.166666666666667
TMEM132D_CNA	0.166666666666667
FLJ31485_CNA	0.166666666666667
LOC100190940_CNA	0.166666666666667
ALG10_CNA	0.25
ALG10B_CNA	0.25
CPNE8_CNA	0.25
SYT10_CNA	0.25
PHF2P1_CNA	1
TFDP1_CNA	1
RB1_CNA	0.5
LPAR6_CNA	0.5
ATP8A2_CNA	1
JAG2_CNA	0.5
NUDT14_CNA	0.5
PWRN2_CNA	1
WWOX_CNA	1
hsa-mir-3183_CNA	0.0666666666666667
DOC2B_CNA	0.0666666666666667
RPH3AL_CNA	0.0666666666666667
TIMM22_CNA	0.0666666666666667
GEMIN4_CNA	0.0666666666666667
GLOD4_CNA	0.0666666666666667
RNMTL1_CNA	0.0666666666666667
VPS53_CNA	0.0666666666666667
NXN_CNA	0.0666666666666667
FAM57A_CNA	0.0666666666666667
FAM101B_CNA	0.0666666666666667
C17orf97_CNA	0.0666666666666667
DBIL5P_CNA	0.0666666666666667
MIR3183_CNA	0.0666666666666667
LOC100506388_CNA	0.0666666666666667
MYO15A_CNA	1
PMAIP1_CNA	1
NFATC1_CNA	0.1
CTDP1_CNA	0.1
TXNL4A_CNA	0.1
ADNP2_CNA	0.1
KCNG2_CNA	0.1
RBFA_CNA	0.1
PQLC1_CNA	0.1
PARD6G_CNA	0.1
HSBP1L1_CNA	0.1
LOC100130522_CNA	0.1
hsa-mir-1302-11_CNA	0.142857142857143
PPAP2C_CNA	0.142857142857143
OR4F17_CNA	0.142857142857143
WASH5P_CNA	0.142857142857143
FLJ45445_CNA	0.142857142857143
FAM138F_CNA	0.142857142857143
FAM138A_CNA	0.142857142857143
BSPH1_CNA	1
SMARCA4_CNA	1
WFDC10B_CNA	1
SAMSN1_CNA	1
FAM19A5_CNA	1
TBL1X_CNA	1
